timestamp,user_id,source_ip,destination_ip,protocol,bytes_transferred,login_attempts,failed_logins,access_type,resource_type,cpu_usage,memory_usage,network_latency,anomaly_score
07-03-2026 06:29,user_188,192.168.95.232,10.0.217.70,UDP,66790,3,3,SSH,Storage,26.93,87.76,481.52,0.982
25-03-2026 03:49,user_191,192.168.86.42,10.0.214.249,HTTP,96052,10,0,SSH,Database,35.41,31.63,238.37,0.077
21-03-2026 10:40,user_64,192.168.219.27,10.0.125.51,HTTPS,99525,9,5,Console,Container,35.75,29.61,7.75,0.598
01-03-2026 20:08,user_53,192.168.2.85,10.0.221.37,SSH,48787,7,2,API,VM,30.68,28.75,472.28,0.587
18-03-2026 06:41,user_190,192.168.174.153,10.0.98.23,FTP,41474,2,2,API,Storage,51.04,26.16,416.94,0.177
09-03-2026 02:56,user_85,192.168.105.170,10.0.210.236,HTTP,66020,7,2,SSH,Serverless,10.9,83.37,33.39,0.033
24-03-2026 14:02,user_78,192.168.221.106,10.0.166.127,ICMP,72789,5,0,Database,Storage,50.67,35.73,282.83,0.025
26-03-2026 07:22,user_49,192.168.17.161,10.0.54.192,HTTP,14968,7,2,Web,Serverless,67.37,68.84,378.91,0.574
17-03-2026 16:43,user_32,192.168.220.61,10.0.250.57,UDP,50031,1,0,Database,Container,9.13,91.78,305.34,0.08
05-03-2026 09:30,user_81,192.168.194.54,10.0.100.213,UDP,39249,10,2,Database,Storage,68.33,74.27,237.9,0.793
13-03-2026 02:53,user_196,192.168.76.14,10.0.123.60,ICMP,60976,7,4,Database,Storage,33.16,53.24,353.56,0.703
01-03-2026 04:34,user_32,192.168.171.221,10.0.246.237,FTP,60697,8,5,API,Storage,9.59,85.66,430.15,0.794
18-03-2026 21:50,user_181,192.168.163.37,10.0.6.157,FTP,54111,5,0,API,Serverless,57.09,88.95,223.7,0.495
02-03-2026 04:44,user_148,192.168.210.12,10.0.28.2,SSH,74870,4,0,SSH,Database,55.47,63.37,471.27,0.271
25-03-2026 22:29,user_123,192.168.46.210,10.0.246.69,HTTPS,89348,8,1,Web,Database,91.24,40.69,204.66,0.486
12-03-2026 05:20,user_192,192.168.213.6,10.0.56.128,ICMP,50975,3,5,SSH,VM,22.14,45.41,381.2,0.602
27-03-2026 04:11,user_173,192.168.34.94,10.0.232.244,ICMP,86925,2,2,Web,VM,19.3,47.25,194.4,0.982
16-03-2026 17:01,user_118,192.168.40.119,10.0.116.155,HTTP,15494,9,3,Web,Storage,76.86,22.29,39.7,0.288
08-03-2026 23:37,user_188,192.168.229.11,10.0.152.66,SSH,90619,1,3,SSH,Serverless,87.01,97.82,89.19,0.012
21-03-2026 17:57,user_14,192.168.1.178,10.0.202.250,UDP,79270,1,5,Database,VM,64.52,81.06,157.99,0.35
13-03-2026 16:08,user_192,192.168.129.28,10.0.124.131,SSH,32556,7,4,Console,Storage,45.16,66.2,266.28,0.842
08-03-2026 15:35,user_24,192.168.86.245,10.0.168.188,ICMP,50626,5,5,Console,Container,42.3,51.02,417.04,0.231
17-03-2026 16:43,user_164,192.168.122.198,10.0.105.25,HTTP,711,5,2,Console,VM,70.38,84.8,359.19,0.926
19-03-2026 09:33,user_188,192.168.247.194,10.0.82.248,UDP,5800,1,0,Database,Serverless,60.48,37.76,181.81,0.537
20-03-2026 13:40,user_88,192.168.20.185,10.0.183.71,HTTPS,14537,1,2,Web,VM,84.14,90.74,309.18,0.317
15-03-2026 17:38,user_152,192.168.20.244,10.0.137.89,TCP,42426,9,0,Web,VM,47.91,89.25,302.98,0.262
21-03-2026 11:02,user_141,192.168.54.236,10.0.108.215,SSH,1669,8,0,Database,Serverless,18.51,68.82,428.11,0.223
03-03-2026 19:33,user_113,192.168.11.13,10.0.126.203,TCP,62611,2,3,Web,Storage,81.05,74.22,218.76,0.358
20-03-2026 09:26,user_194,192.168.203.231,10.0.178.206,ICMP,88224,6,0,Console,Database,60.39,51.4,229.22,0.52
11-03-2026 00:24,user_86,192.168.183.208,10.0.86.60,SSH,66064,1,3,Console,VM,37.85,50.39,466.78,0.015
12-03-2026 06:33,user_26,192.168.171.54,10.0.27.45,FTP,63827,1,5,Database,VM,69.3,19.87,480.84,0.29
05-03-2026 00:48,user_114,192.168.196.75,10.0.186.4,HTTP,73575,5,3,API,Container,74.36,13.79,18.83,0.279
07-03-2026 04:25,user_74,192.168.128.178,10.0.111.113,ICMP,56650,4,5,API,Container,69.88,27.66,479.32,0.318
03-03-2026 18:14,user_76,192.168.84.124,10.0.105.35,TCP,75031,5,5,API,VM,39.51,97.1,82.11,0.429
15-03-2026 15:50,user_189,192.168.169.166,10.0.93.128,UDP,41576,2,3,Web,VM,33.36,77.33,468,0.87
26-03-2026 07:32,user_154,192.168.1.32,10.0.204.35,FTP,33832,1,2,Database,VM,69.86,95.29,413.29,0.356
01-03-2026 05:01,user_47,192.168.187.131,10.0.205.174,HTTPS,32017,1,0,API,Storage,7.26,85.3,208.51,0.875
15-03-2026 12:54,user_154,192.168.24.62,10.0.226.115,SSH,74266,5,5,Console,VM,56.06,73.92,105.46,0.826
27-03-2026 18:18,user_190,192.168.42.74,10.0.52.232,HTTP,92593,5,4,Console,VM,65.01,16.39,490.97,0.448
08-03-2026 18:53,user_109,192.168.143.239,10.0.66.236,UDP,60389,3,0,SSH,Database,91.09,67.04,241.65,0.569
10-03-2026 16:50,user_199,192.168.5.56,10.0.193.47,ICMP,37933,9,3,API,Storage,6.43,12.94,365.33,0.301
18-03-2026 10:54,user_24,192.168.152.195,10.0.110.41,HTTPS,82255,4,2,SSH,Container,62.22,53.62,38.41,0.746
03-03-2026 23:16,user_20,192.168.151.156,10.0.60.25,UDP,30384,1,0,API,Container,74.38,42.28,326.62,0.897
12-03-2026 01:28,user_71,192.168.84.129,10.0.83.68,FTP,46940,6,4,Console,Container,28.53,88.92,70.71,0.049
20-03-2026 01:35,user_147,192.168.67.154,10.0.167.33,TCP,84794,10,2,Console,VM,26.27,49.76,151.96,0.549
25-03-2026 08:10,user_135,192.168.144.252,10.0.3.175,TCP,67604,3,5,Console,Serverless,86.28,86.29,84.86,0.424
25-03-2026 02:05,user_53,192.168.176.112,10.0.240.164,HTTP,70357,5,0,Web,Container,17.67,37.12,272.39,0.612
02-03-2026 06:47,user_103,192.168.164.73,10.0.221.28,UDP,20077,8,5,Web,VM,40.19,60.24,270.3,0.359
15-03-2026 21:45,user_171,192.168.216.192,10.0.60.162,SSH,34682,7,4,Database,Container,75.55,53.47,65.1,0.841
18-03-2026 22:23,user_29,192.168.23.127,10.0.93.143,UDP,35041,1,4,Console,Container,9.3,61.31,56.1,0.012
04-03-2026 07:28,user_101,192.168.172.152,10.0.108.231,UDP,18030,5,0,API,Serverless,57.27,90.39,3.16,0.104
03-03-2026 13:28,user_175,192.168.57.91,10.0.199.215,FTP,69961,7,5,Console,Storage,75.06,31.97,499.59,0.769
22-03-2026 09:28,user_46,192.168.236.3,10.0.96.51,UDP,97519,8,3,Web,Storage,24.94,20.69,148.79,0.819
20-03-2026 14:05,user_100,192.168.6.27,10.0.252.11,ICMP,16012,3,5,API,Database,67.78,60.36,323.13,0.518
23-03-2026 19:52,user_58,192.168.30.244,10.0.104.221,SSH,88581,6,0,SSH,Storage,42.92,88.53,118.65,0.236
23-03-2026 22:38,user_152,192.168.246.110,10.0.210.216,TCP,69369,4,3,SSH,Storage,57.64,36.19,217.39,0.799
09-03-2026 16:49,user_30,192.168.249.139,10.0.8.224,UDP,52831,1,3,SSH,Serverless,44.19,65.4,2.02,0.287
12-03-2026 16:17,user_134,192.168.58.162,10.0.162.51,ICMP,42839,7,2,Console,VM,75.54,21.93,355.55,0.93
24-03-2026 05:37,user_50,192.168.18.12,10.0.83.42,HTTP,14872,5,5,SSH,Storage,79.72,91.53,71.04,0.032
15-03-2026 12:46,user_116,192.168.185.69,10.0.10.174,HTTPS,38658,1,5,Console,Container,55.65,56.18,150.34,0.925
07-03-2026 05:07,user_29,192.168.212.205,10.0.96.175,ICMP,79215,8,5,SSH,Serverless,77.58,72.6,419.61,0.703
07-03-2026 18:03,user_143,192.168.8.164,10.0.32.126,FTP,57588,6,0,Web,Serverless,34.14,26.52,165.39,0.731
19-03-2026 05:08,user_50,192.168.116.112,10.0.214.92,ICMP,95121,7,4,SSH,VM,65.86,44.39,452.76,0.466
26-03-2026 03:54,user_103,192.168.168.239,10.0.1.51,HTTPS,54501,2,4,Database,VM,52.86,78.33,78.49,0.924
02-03-2026 13:39,user_36,192.168.135.102,10.0.53.192,SSH,14081,7,3,SSH,VM,86.29,88.2,3.99,0.819
07-03-2026 05:13,user_152,192.168.192.158,10.0.43.63,UDP,60046,1,2,Console,Database,47.85,71.79,382.94,0.087
04-03-2026 03:24,user_98,192.168.8.145,10.0.32.246,HTTPS,12759,8,1,Web,Container,49.08,36.68,130.42,0.235
05-03-2026 14:48,user_109,192.168.32.154,10.0.71.233,SSH,11155,2,3,API,Storage,63.85,89.6,331.42,0.914
10-03-2026 10:41,user_18,192.168.229.74,10.0.45.132,TCP,50477,9,3,Web,Serverless,43.8,50.44,132.85,0.159
15-03-2026 21:26,user_102,192.168.114.28,10.0.191.83,TCP,99976,4,5,API,VM,6.1,77.54,133.2,0.524
05-03-2026 05:43,user_194,192.168.166.129,10.0.148.83,HTTP,33471,2,4,Database,Storage,76.94,36.98,461.24,0.008
25-03-2026 05:41,user_120,192.168.139.227,10.0.140.70,HTTPS,3020,5,2,Web,Storage,46.85,60.28,59.3,0.53
12-03-2026 16:38,user_117,192.168.9.125,10.0.65.116,HTTPS,93639,1,5,API,VM,68.92,49.51,303.03,0.246
27-03-2026 06:06,user_75,192.168.69.173,10.0.27.212,ICMP,48698,2,1,Console,Database,21.49,53.63,309.2,0.324
03-03-2026 11:49,user_161,192.168.218.89,10.0.116.2,ICMP,58434,8,1,SSH,Storage,60.94,57.16,30.29,0.668
27-03-2026 21:47,user_172,192.168.61.35,10.0.90.76,HTTPS,50223,5,3,API,Storage,22.55,92.32,275.45,0.603
22-03-2026 01:10,user_66,192.168.54.101,10.0.10.157,FTP,31568,1,4,Database,VM,16.82,64.58,232.78,0.612
16-03-2026 08:20,user_169,192.168.39.92,10.0.0.185,SSH,29385,1,2,Database,Serverless,68.28,47.66,16.59,0.428
26-03-2026 19:01,user_192,192.168.213.117,10.0.156.162,HTTPS,76406,8,1,API,Container,32.73,41.79,285.26,0.253
03-03-2026 04:01,user_199,192.168.76.145,10.0.201.80,ICMP,91478,2,5,Database,Container,13.98,39.62,307.2,0.346
12-03-2026 09:00,user_6,192.168.9.41,10.0.182.46,ICMP,83131,10,5,Console,Database,66.45,58.49,446.11,0.048
24-03-2026 16:29,user_33,192.168.163.20,10.0.207.75,FTP,96248,6,5,API,Database,92.27,60.91,278.63,0.746
03-03-2026 11:05,user_66,192.168.3.130,10.0.112.90,SSH,60457,7,3,SSH,Serverless,60.75,38.04,485.79,0.693
08-03-2026 04:22,user_180,192.168.77.51,10.0.104.137,TCP,37310,6,3,Web,VM,32.3,38.98,340.15,0.344
22-03-2026 17:33,user_179,192.168.142.88,10.0.94.245,HTTP,46511,10,2,Console,Serverless,63.07,32.44,268.88,0.582
03-03-2026 03:39,user_152,192.168.135.103,10.0.233.217,FTP,12698,8,1,API,VM,37.21,39.08,250.34,0.358
11-03-2026 11:31,user_136,192.168.37.204,10.0.177.145,UDP,41267,10,0,API,VM,84.19,19.69,499.42,0.854
19-03-2026 15:26,user_47,192.168.235.212,10.0.28.19,UDP,14233,3,1,Database,Container,20.37,50.88,497.65,0.896
20-03-2026 22:19,user_16,192.168.193.77,10.0.253.24,HTTP,49010,10,1,Console,Serverless,41.39,30.8,212.94,0.881
06-03-2026 08:35,user_126,192.168.189.78,10.0.111.131,UDP,78072,2,4,Database,VM,61.14,46.37,22.79,0.673
28-03-2026 20:37,user_7,192.168.188.40,10.0.5.178,TCP,45910,8,4,Console,Serverless,28.03,63.87,60.4,0.471
15-03-2026 12:36,user_63,192.168.68.238,10.0.142.79,HTTPS,90674,3,4,API,Serverless,25.32,50.84,272.56,0.971
02-03-2026 20:41,user_11,192.168.247.99,10.0.76.61,FTP,75098,6,0,SSH,VM,94.85,78.71,232.07,0.8
06-03-2026 04:24,user_61,192.168.44.235,10.0.136.99,HTTPS,55872,1,5,Database,Storage,62.77,91.87,85.46,0.244
09-03-2026 23:24,user_167,192.168.29.188,10.0.69.6,SSH,69078,8,4,API,Container,68.81,24.71,288.03,0.372
11-03-2026 22:46,user_92,192.168.142.123,10.0.147.203,SSH,70966,8,3,API,Container,59.19,79.24,170.66,0.03
13-03-2026 20:40,user_113,192.168.64.165,10.0.80.147,HTTP,34999,4,4,SSH,VM,84.51,96,186.91,0.977
04-03-2026 10:32,user_200,192.168.41.98,10.0.9.254,SSH,9154,1,0,Web,Database,35.87,20.81,398.72,0.895
25-03-2026 00:41,user_140,192.168.189.92,10.0.13.138,HTTPS,42506,1,2,SSH,VM,51.99,56.1,406.3,0.06
06-03-2026 16:03,user_151,192.168.78.127,10.0.182.169,UDP,69302,1,0,API,VM,46.98,34.39,488.41,0.896
24-03-2026 21:35,user_18,192.168.48.6,10.0.196.162,ICMP,89827,10,2,API,Storage,82.69,89.53,428.74,0.516
27-03-2026 10:02,user_124,192.168.130.69,10.0.104.191,HTTP,99640,7,2,SSH,Database,26.78,46.24,152.42,0.106
16-03-2026 13:37,user_36,192.168.51.190,10.0.6.168,SSH,28513,5,2,API,Serverless,44.47,79.67,459.06,0.905
07-03-2026 17:49,user_149,192.168.234.106,10.0.27.71,ICMP,24531,7,2,API,Storage,59.99,14.55,470.96,0.132
28-03-2026 01:32,user_55,192.168.186.122,10.0.169.36,UDP,55400,10,3,Console,Database,51.97,87.14,373.08,0.289
17-03-2026 02:26,user_38,192.168.218.87,10.0.117.3,ICMP,20755,9,1,API,Storage,55.07,62.37,306.82,0.077
01-03-2026 10:14,user_45,192.168.6.205,10.0.178.224,SSH,51625,6,0,Console,VM,9.9,16.96,196,0.283
22-03-2026 22:25,user_120,192.168.72.201,10.0.48.167,TCP,74024,5,4,Database,Storage,58.97,89.66,91.93,0.115
01-03-2026 23:19,user_82,192.168.170.190,10.0.245.195,HTTP,24211,6,0,SSH,Serverless,26.29,72.22,395.85,0.212
07-03-2026 04:36,user_32,192.168.30.140,10.0.243.212,TCP,23927,7,2,SSH,Serverless,10.51,18.1,341.73,0.761
13-03-2026 07:58,user_199,192.168.211.126,10.0.48.205,FTP,9142,6,0,API,Storage,33.68,42.43,339.11,0.074
24-03-2026 14:42,user_73,192.168.176.246,10.0.91.88,SSH,73813,10,0,Database,Storage,40.62,73.53,147.91,0.531
24-03-2026 21:16,user_185,192.168.12.128,10.0.76.186,FTP,62799,3,3,Database,Storage,44.06,40.5,405.85,0.371
10-03-2026 09:11,user_123,192.168.95.227,10.0.242.79,FTP,59551,1,4,Web,Storage,60.13,69.2,171.62,0.709
08-03-2026 02:26,user_188,192.168.162.201,10.0.55.129,SSH,87022,4,0,Console,Storage,46.13,21.22,431.15,0.537
25-03-2026 09:08,user_164,192.168.208.184,10.0.124.107,UDP,22241,7,1,Database,Storage,32.23,18.72,47.64,0.041
09-03-2026 08:48,user_61,192.168.29.132,10.0.40.87,TCP,85450,1,0,API,VM,26.5,13.25,87.29,0.709
15-03-2026 14:59,user_185,192.168.76.241,10.0.140.38,TCP,52679,10,5,Database,Container,75.11,78.87,106.7,0.476
09-03-2026 02:34,user_128,192.168.41.123,10.0.48.185,FTP,79973,1,4,SSH,Storage,5.56,88.54,2.78,0.042
11-03-2026 20:23,user_41,192.168.5.13,10.0.189.53,SSH,330,7,0,Web,Database,81.04,92.26,497.07,0.253
09-03-2026 01:32,user_103,192.168.143.52,10.0.112.173,ICMP,30750,10,0,Console,Container,89.13,71.27,91.18,0.569
12-03-2026 12:27,user_10,192.168.141.84,10.0.216.64,SSH,42900,5,3,Database,Container,61.71,12.98,88.51,0.974
23-03-2026 10:32,user_31,192.168.72.208,10.0.108.33,FTP,41202,2,0,API,VM,63.65,72.22,51.53,0.943
05-03-2026 16:12,user_107,192.168.101.109,10.0.88.62,SSH,56013,2,2,Database,Database,16.84,78.25,291.58,0.232
01-03-2026 10:42,user_128,192.168.49.238,10.0.140.155,TCP,85242,7,3,SSH,Serverless,38.77,71.38,476.48,0.195
02-03-2026 07:19,user_194,192.168.60.142,10.0.238.129,TCP,17462,7,4,Console,Storage,85.28,68.2,254.43,0.854
11-03-2026 09:43,user_28,192.168.145.234,10.0.219.232,UDP,75977,2,2,Web,Container,13.15,71.43,140.85,0.197
22-03-2026 07:19,user_100,192.168.165.80,10.0.19.94,SSH,41525,5,2,Database,Container,78.29,27.57,287.94,0.177
26-03-2026 15:42,user_54,192.168.180.122,10.0.162.73,SSH,42579,4,3,Database,Serverless,62.7,34.9,322.24,0.268
20-03-2026 07:17,user_48,192.168.227.136,10.0.88.47,TCP,64351,10,0,Console,VM,70.88,53.34,367.6,0.182
20-03-2026 23:35,user_75,192.168.64.51,10.0.55.170,SSH,53445,4,0,Web,Container,85.49,46.18,260.71,0.065
05-03-2026 11:12,user_196,192.168.159.114,10.0.93.84,HTTPS,15871,7,2,Web,Container,15.43,27.96,23.42,0.974
22-03-2026 04:06,user_196,192.168.46.228,10.0.157.23,FTP,22501,1,5,Database,Container,34.7,88.61,155.8,0.002
10-03-2026 01:23,user_5,192.168.171.247,10.0.219.38,TCP,92804,8,2,Web,Container,81.19,65.07,19.71,0.128
27-03-2026 22:38,user_67,192.168.177.21,10.0.29.14,SSH,63547,2,3,Web,Database,77.46,26.41,164.34,0.708
18-03-2026 15:20,user_137,192.168.208.146,10.0.166.61,HTTP,32703,2,5,Database,Database,86.12,45.94,470.72,0.807
09-03-2026 05:09,user_162,192.168.99.33,10.0.197.90,HTTP,78793,9,0,Web,VM,15.58,33.08,326.13,0.801
28-03-2026 20:53,user_33,192.168.34.237,10.0.181.126,UDP,38021,1,4,Database,VM,69.26,42.89,335.84,0.461
03-03-2026 23:37,user_199,192.168.193.171,10.0.179.151,UDP,81877,7,1,API,Storage,71.58,50.25,81.1,0.363
06-03-2026 21:59,user_107,192.168.207.18,10.0.110.157,HTTPS,87667,5,3,SSH,Storage,47.88,59.87,156.5,0.469
10-03-2026 23:53,user_185,192.168.72.42,10.0.239.37,HTTPS,78911,3,5,Web,Storage,37.2,28.44,214.43,0.923
14-03-2026 07:25,user_33,192.168.190.137,10.0.115.65,SSH,84944,8,5,Console,VM,13.66,15.33,139.75,0.942
15-03-2026 00:33,user_146,192.168.143.245,10.0.208.75,HTTPS,48633,5,2,Database,Storage,73.06,55.62,99.48,0.988
15-03-2026 10:52,user_113,192.168.226.72,10.0.65.195,FTP,46056,7,4,Web,Serverless,84.77,45.01,455.71,0.259
24-03-2026 03:16,user_177,192.168.245.165,10.0.34.72,TCP,53524,6,0,Console,Serverless,56.41,47.34,205,0.695
03-03-2026 15:29,user_159,192.168.53.139,10.0.253.190,HTTPS,82572,4,5,SSH,VM,15.28,85.11,460.51,0.262
21-03-2026 05:03,user_82,192.168.69.57,10.0.116.103,SSH,65460,2,1,Database,Storage,77.98,33.66,18.25,0.797
